Simulation number	Chl-a (ug/l)	TSM (mg/l)	a400 (1/m)	a_tot_443 (1/m)	a_ph_443 (1/m)	a_cdom_443 (1/m)	a_tsm_443 (1/m)	a_w_443 (1/m)	b_tot_443 (1/m)	b_tsm_443 (1/m)	b_w_443 (1/m)	S3400	S3412.5	S3442.5	S3490	S3510	S3560	S3620	S3665	S3673.75	S3681.25	S3708.75	S3753.75
3470	5.38	0.84	6.35	3.4144	0.14846	3.1914	0.06747	0.007046	0.80232	0.79857	0.0037518	9.24E-05	0.00010607	0.000150718	0.000280144	0.000361491	0.000671551	0.00071913	0.000581248	0.000552249	0.000539705	0.000373692	0.000119057
3471	6.8	1.63	12.3	6.4974	0.17766	6.1817	0.13092	0.007046	1.5534	1.5496	0.0037518	8.15E-05	9.48E-05	0.000138941	0.000268079	0.00035195	0.000691672	0.00099237	0.00094943	0.000919147	0.000913229	0.000682586	0.000226375
3472	7.8	1.63	4.92	2.808	0.19736	2.4727	0.13092	0.007046	1.5534	1.5496	0.0037518	0.000195764	0.000225903	0.000324289	0.000613533	0.000796632	0.001495339	0.00145134	0.001112212	0.001042993	0.001019355	0.000725558	0.000228691
3473	6.57	1.77	7.95	4.3178	0.17303	3.9955	0.14217	0.007046	1.6864	1.6827	0.0037518	0.000133221	0.000154815	0.000225938	0.000434431	0.000568569	0.001100571	0.00133552	0.001144035	0.00109123	0.001073705	0.00076991	0.000247174
3474	16.6	1.86	6.15	3.5994	0.35212	3.0909	0.1494	0.007046	1.772	1.7683	0.0037518	0.000173646	0.000199708	0.000284359	0.000535205	0.000697128	0.001335905	0.001392619	0.001084542	0.001000287	0.000984671	0.00080463	0.000260174
3475	11.03	1.39	12.3	6.5578	0.2574	6.1817	0.11165	0.007046	1.3252	1.3214	0.0037518	7.11E-05	8.24E-05	0.000119586	0.000228402	0.000299113	0.000585027	0.000818822	0.000764147	0.000730563	0.000726895	0.000576932	0.000193302
3476	5.28	1.7	7.69	4.1548	0.14634	3.8648	0.13655	0.007046	1.6199	1.6162	0.0037518	0.000133356	0.000155026	0.000226466	0.000435587	0.000569656	0.001099117	0.001320848	0.001129842	0.001081274	0.001061747	0.000742882	0.000237562
3477	4.93	1.82	6.15	3.3829	0.13884	3.0909	0.14618	0.007046	1.734	1.7302	0.0037518	0.000174995	0.000203342	0.000296629	0.00056997	0.000743931	0.001420935	0.001554511	0.001266988	0.001206464	0.001179452	0.000807319	0.000254788
3478	67	48.8	8.61	9.28	1.0261	4.3272	3.9197	0.007046	46.397	46.393	0.0037518	0.001863507	0.002131846	0.002991146	0.00549323	0.007074544	0.013130944	0.01755056	0.017008432	0.015732654	0.015724467	0.019821522	0.008116067
3479	6.6	1.39	4.92	2.765	0.17364	2.4727	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000172777	0.000199234	0.000285681	0.000538836	0.000698163	0.001301631	0.001259566	0.000967818	0.000910861	0.000888903	0.000620039	0.000195349
3480	2.2	1.74	11.07	5.7852	0.074804	5.5636	0.13976	0.007046	1.6579	1.6542	0.0037518	9.60E-05	0.000112129	0.000165564	0.000321669	0.000422346	0.0008282	0.001171895	0.001126127	0.001104919	0.001089138	0.000743574	0.000242031
3481	3	0.83	3.69	2.0231	0.094881	1.8545	0.066667	0.007046	0.79281	0.78906	0.0037518	0.000155766	0.000178544	0.00025282	0.000466954	0.000595983	0.001055794	0.000877398	0.000646225	0.000612265	0.000591349	0.000380033	0.000118137
3482	7.5	1.28	8.61	4.6286	0.19152	4.3272	0.10281	0.007046	1.2206	1.2169	0.0037518	9.45E-05	0.000109308	0.000158004	0.000300244	0.000391583	0.000752689	0.00092793	0.000802276	0.000764508	0.000753495	0.000552103	0.000179156
3483	2.5	0.93	6.15	3.2551	0.082505	3.0909	0.074699	0.007046	0.88788	0.88413	0.0037518	0.000103582	0.000119492	0.000171793	0.000322971	0.000417298	0.000775781	0.000832721	0.000681463	0.000654452	0.000636276	0.000415936	0.000131503
3484	1.8	1.28	9.23	4.8128	0.064139	4.6388	0.10281	0.007046	1.2206	1.2169	0.0037518	8.93E-05	0.000103819	0.000151869	0.000291546	0.000380607	0.000733219	0.000956484	0.000873685	0.000852677	0.0008353	0.000555781	0.000179077
3485	2.98	2	9.84	5.2075	0.094394	4.9454	0.16064	0.007046	1.9051	1.9014	0.0037518	0.000120994	0.000141375	0.000208949	0.00040678	0.000534397	0.001047682	0.001419404	0.001316689	0.001282375	0.001262348	0.000863895	0.000278505
3486	6.54	1.14	6.23	3.4021	0.17243	3.1311	0.091566	0.007046	1.0875	1.0838	0.0037518	0.000118064	0.000136062	0.000195008	0.000366941	0.000475807	0.00089437	0.000957039	0.000769717	0.000728536	0.000713138	0.0005034	0.000160413
3487	21.3	2.97	11.93	6.6677	0.42628	5.9958	0.23855	0.007046	2.8273	2.8235	0.0037518	0.000138577	0.000161209	0.000235472	0.000455069	0.000599532	0.001196356	0.001633287	0.001471262	0.001374734	0.001369419	0.00122569	0.000412501
3488	11.72	1.86	10.46	5.6831	0.26965	5.257	0.1494	0.007046	1.772	1.7683	0.0037518	0.000105824	0.000122908	0.000179124	0.000344289	0.000451752	0.000886264	0.001176017	0.001053269	0.000999267	0.00099146	0.000783843	0.000258692
3489	2.9	0.96	9.23	4.8154	0.092446	4.6388	0.077108	0.007046	0.9164	0.91265	0.0037518	7.13E-05	8.24E-05	0.00011896	0.000225	0.000292463	0.00055773	0.000715255	0.000644171	0.00062513	0.00061344	0.000417481	0.000135058
3490	4.6	1.28	9.84	5.1869	0.13167	4.9454	0.10281	0.007046	1.2206	1.2169	0.0037518	8.34E-05	9.68E-05	0.000140873	0.000269387	0.00035194	0.000680383	0.000898085	0.000816902	0.000789736	0.000778509	0.000549702	0.000178889
3491	5.15	1.04	10.95	5.7374	0.14357	5.5033	0.083534	0.007046	0.99246	0.9887	0.0037518	6.38E-05	7.38E-05	0.000106645	0.000202218	0.000263636	0.000508361	0.000692193	0.000643066	0.000622584	0.000615393	0.000443039	0.000145672
3492	5	1.16	7.75	4.1356	0.14036	3.895	0.093172	0.007046	1.1065	1.1028	0.0037518	9.73E-05	0.000112503	0.00016257	0.000308338	0.000401167	0.000763944	0.000907762	0.000774249	0.000741368	0.000727298	0.000507115	0.000162847
3493	11	1.51	7.75	4.2802	0.25686	3.895	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000118751	0.00013722	0.000197706	0.000375269	0.00048966	0.000942129	0.00110084	0.000915709	0.000861225	0.0008491	0.000651063	0.000211121
3494	5.88	1.64	7.18	3.9062	0.15892	3.6085	0.13173	0.007046	1.5629	1.5591	0.0037518	0.000138096	0.000160299	0.000233369	0.000447304	0.000584198	0.001121946	0.001303011	0.001092174	0.001040815	0.001021264	0.000718713	0.000229391
3495	3.5	2.09	8.61	4.6089	0.10678	4.3272	0.16787	0.007046	1.9907	1.9869	0.0037518	0.000142827	0.000166802	0.00024617	0.000478749	0.000628441	0.00122687	0.00157407	0.001406198	0.001360497	0.001336325	0.000912156	0.00029151
3496	4.3	1.28	4.92	2.7076	0.12503	2.4727	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000163065	0.000188383	0.000271375	0.000513199	0.000664195	0.0012324	0.0011985	0.000930211	0.000882528	0.000858451	0.000573979	0.00018012
3497	5.3	1.63	10.82	5.7227	0.14677	5.4379	0.13092	0.007046	1.5534	1.5496	0.0037518	9.25E-05	0.000107684	0.000157879	0.000304689	0.000399645	0.000781738	0.001077127	0.001004459	0.000972463	0.000961989	0.000693228	0.00022686
3498	9.17	2.4	9.02	4.9565	0.22343	4.5333	0.19277	0.007046	2.2854	2.2816	0.0037518	0.000152263	0.000177373	0.000260095	0.000503706	0.000662095	0.001301478	0.001665499	0.001460428	0.001388276	0.001372705	0.001034442	0.000334487
3499	12.41	1.55	9.88	5.3788	0.28174	4.9655	0.1245	0.007046	1.4773	1.4735	0.0037518	9.59E-05	0.000111055	0.000160724	0.000306471	0.000401	0.0007806	0.001002725	0.00087989	0.000831343	0.000823736	0.0006545	0.000216004
3500	41.63	10.71	11.63	7.4247	0.71246	5.845	0.86024	0.007046	10.185	10.182	0.0037518	0.000443874	0.0005154	0.000748552	0.001448969	0.001917796	0.003916552	0.005265456	0.004676938	0.004258703	0.004237726	0.00461142	0.001551394
3501	39.34	13.57	10.09	6.8503	0.68223	5.071	1.09	0.007046	12.904	12.901	0.0037518	0.00062009	0.000718835	0.001040411	0.002008793	0.002655909	0.005376186	0.007058599	0.006236315	0.005689543	0.005662689	0.006045588	0.002003354
3502	15	2.67	9.84	5.4927	0.3258	4.9454	0.21446	0.007046	2.5421	2.5383	0.0037518	0.000152533	0.000177407	0.000259095	0.000500374	0.000658252	0.001302241	0.00168824	0.001478263	0.001388834	0.001378186	0.001132149	0.000371746
3503	4.8	1.86	8.61	4.6197	0.13603	4.3272	0.1494	0.007046	1.772	1.7683	0.0037518	0.000129053	0.000150349	0.000220721	0.000426837	0.000559531	0.001088571	0.001380496	0.001219798	0.001173855	0.001154858	0.000807985	0.000259476
3504	6.8	1.1	7.75	4.1681	0.17766	3.895	0.088353	0.007046	1.0495	1.0457	0.0037518	9.30E-05	0.000107292	0.00015418	0.000290824	0.000378008	0.000718698	0.000844977	0.00071292	0.000678396	0.000666692	0.000479365	0.00015456
3505	5.5	1.28	7.75	4.1558	0.15099	3.895	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000105025	0.000121591	0.000176094	0.000335085	0.000436594	0.000834492	0.00099324	0.000846073	0.000808856	0.000794122	0.000558537	0.000179396
3506	13.5	1.51	6.77	3.8313	0.30052	3.4025	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000134411	0.000154772	0.000221145	0.000416617	0.000542366	0.001036696	0.001130634	0.000904089	0.000841661	0.00082874	0.000653037	0.000211378
3507	6.9	1.51	7.75	4.203	0.17966	3.895	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000119654	0.000138697	0.000201326	0.000384614	0.000502193	0.000965731	0.001149689	0.000974535	0.000927552	0.000912195	0.000656782	0.000211182
3508	3.5	1.8	11.07	5.822	0.10678	5.5636	0.14458	0.007046	1.715	1.7112	0.0037518	9.86E-05	0.000115045	0.000169636	0.000329318	0.000432566	0.000849268	0.00119546	0.001137677	0.001110146	0.001096732	0.000767418	0.000250308
3509	7.4	2.21	17.22	9.0285	0.18956	8.6544	0.17751	0.007046	2.1047	2.101	0.0037518	7.59E-05	8.88E-05	0.000131524	0.00025687	0.000339047	0.000678179	0.00109728	0.001156265	0.001134689	0.001139002	0.000891403	0.000304506
3510	9.45	1.92	11.07	5.9535	0.22863	5.5636	0.15422	0.007046	1.8291	1.8253	0.0037518	0.000103223	0.000120132	0.000175911	0.000339658	0.000446215	0.000877996	0.001204352	0.001107125	0.001059165	0.001051437	0.000809167	0.000266821
3511	11.45	2.21	12.3	6.6312	0.26488	6.1817	0.17751	0.007046	2.1047	2.101	0.0037518	0.000104929	0.000122278	0.000179523	0.000347869	0.00045793	0.000907758	0.001290179	0.001211201	0.001157578	0.001152981	0.00092031	0.000306508
3512	10.45	1.77	11.07	5.9597	0.24696	5.5636	0.14217	0.007046	1.6864	1.6827	0.0037518	9.62E-05	0.000111841	0.000163233	0.000314035	0.000412124	0.000808972	0.001101188	0.001005943	0.000959573	0.000952794	0.00074368	0.000246046
3513	10.15	1.63	12.3	6.5612	0.24151	6.1817	0.13092	0.007046	1.5534	1.5496	0.0037518	8.11E-05	9.43E-05	0.000137598	0.000264543	0.000347168	0.000682285	0.000964184	0.000906026	0.000868476	0.000864193	0.000677912	0.000226325
3514	4.3	2.32	9.84	5.2638	0.12503	4.9454	0.18634	0.007046	2.2093	2.2056	0.0037518	0.000137095	0.000160272	0.000237059	0.000462459	0.000608484	0.001198545	0.001623242	0.001495879	0.00144964	0.001430228	0.001002405	0.000323041
3515	194	22.08	6.15	7.1895	2.3181	3.0909	1.7735	0.007046	20.995	20.991	0.0037518	0.001188941	0.001300918	0.001663044	0.002881159	0.003670122	0.007186984	0.006509257	0.004950017	0.004152957	0.003950331	0.007838241	0.003397803
3516	2.25	0.91	3.69	2.0108	0.076104	1.8545	0.073092	0.007046	0.86887	0.86512	0.0037518	0.000167127	0.000192216	0.00027425	0.000510548	0.000652613	0.001159828	0.000969618	0.00071849	0.000683151	0.000658679	0.000416361	0.000129193
3517	18	1.98	7.75	4.4357	0.37467	3.895	0.15904	0.007046	1.8861	1.8823	0.0037518	0.000147112	0.000169783	0.000243675	0.000462167	0.000604121	0.001173237	0.00134585	0.001096949	0.001015511	0.001003189	0.000843165	0.000276267
3518	31	3.37	10.82	6.284	0.56835	5.4379	0.27068	0.007046	3.2075	3.2038	0.0037518	0.000168416	0.000195113	0.000282122	0.000540629	0.000710973	0.001418548	0.001809648	0.001551703	0.001421713	0.001411425	0.001382305	0.000469196
3519	4.4	1.55	9.02	4.7921	0.12725	4.5333	0.1245	0.007046	1.4773	1.4735	0.0037518	0.000106076	0.000123368	0.000180498	0.000347398	0.000454615	0.000881039	0.001132514	0.001011876	0.00097639	0.000960721	0.000670465	0.000216376
3520	3.3	1.51	9.23	4.8692	0.10207	4.6388	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000101741	0.000118408	0.000173528	0.000334357	0.000437519	0.000847891	0.001105043	0.001000331	0.000970169	0.000953535	0.000653436	0.000210795
3521	13.75	2.5	14.76	7.9307	0.30478	7.4181	0.2008	0.007046	2.3804	2.3767	0.0037518	9.77E-05	0.000114069	0.000168038	0.000326909	0.00043126	0.000861918	0.001298924	0.001271349	0.001217931	0.001219157	0.001018447	0.000345607
3522	23.7	3.95	19.68	10.678	0.46262	9.8908	0.31727	0.007046	3.7589	3.7552	0.0037518	0.000110752	0.000129626	0.000191968	0.000376168	0.000498203	0.001011626	0.001637446	0.001685907	0.001606138	0.001619124	0.001543187	0.000544764
3523	25.75	8.7	6.92	4.6767	0.49301	3.4779	0.69879	0.007046	8.2746	8.2709	0.0037518	0.000588747	0.000681077	0.000981312	0.001885781	0.002485302	0.004945999	0.005777135	0.004749035	0.004343444	0.004303076	0.003968339	0.001254834
3524	9.98	2.6	8.36	4.6559	0.2384	4.2016	0.20883	0.007046	2.4755	2.4718	0.0037518	0.000175227	0.000204021	0.000298757	0.000578223	0.000759987	0.001492989	0.001852256	0.001590657	0.001504927	0.001486723	0.001127664	0.000362802
3525	24.1	9.92	4.54	3.5541	0.4686	2.2817	0.79679	0.007046	9.4345	9.4307	0.0037518	0.000929422	0.001066375	0.001508694	0.002847047	0.003720161	0.007146985	0.007425299	0.00581336	0.005293392	0.005226711	0.004685803	0.001446561
3526	16.48	6	6.41	4.0607	0.35017	3.2215	0.48193	0.007046	5.7078	5.7041	0.0037518	0.00046164	0.00053586	0.000778267	0.001504249	0.001982105	0.003921419	0.004471274	0.003635656	0.003367326	0.003327366	0.002727877	0.000852711
3527	6.63	1.86	12.3	6.5124	0.17424	6.1817	0.1494	0.007046	1.772	1.7683	0.0037518	9.10E-05	0.000106146	0.000156109	0.000302538	0.000397789	0.000784752	0.001132425	0.001087061	0.001053234	0.001046671	0.00078009	0.000258121
3528	7.86	1.82	10.34	5.5484	0.19853	5.1967	0.14618	0.007046	1.734	1.7302	0.0037518	0.000105612	0.000122892	0.000179894	0.000347067	0.000455509	0.000892599	0.001199091	0.001090614	0.001045427	0.001035318	0.000773785	0.000253257
3529	6.04	2.01	16.4	8.573	0.16223	8.2423	0.16145	0.007046	1.9146	1.9109	0.0037518	7.35E-05	8.59E-05	0.000127016	0.000247594	0.000326452	0.00065069	0.001039739	0.001087507	0.001069176	0.001070802	0.000816962	0.000277306
3530	6.18	1.7	9.43	5.048	0.1651	4.7393	0.13655	0.007046	1.6199	1.6162	0.0037518	0.000109328	0.000127172	0.000186054	0.000358471	0.000469789	0.000915153	0.001191804	0.001067026	0.00102485	0.001011483	0.000730447	0.000236973
3531	5.15	1.34	11.69	6.1334	0.14357	5.8752	0.10763	0.007046	1.2777	1.2739	0.0037518	7.31E-05	8.49E-05	0.000123851	0.000237588	0.000311071	0.000606531	0.000854587	0.000811726	0.000788297	0.000780885	0.000565825	0.000186665
3532	23.4	4.76	11.07	6.4111	0.45813	5.5636	0.38233	0.007046	4.529	4.5252	0.0037518	0.000226486	0.000263807	0.000386148	0.000749957	0.00099082	0.001997285	0.002688036	0.002387131	0.002217095	0.002207486	0.002015415	0.000667128
3533	7.67	1.94	11.07	5.9213	0.19483	5.5636	0.15582	0.007046	1.8481	1.8443	0.0037518	0.000104382	0.000121617	0.00017854	0.000345556	0.000454124	0.00089381	0.001236669	0.00114778	0.001103818	0.001094926	0.000820756	0.000269622
3534	11.02	1.8	15.99	8.4451	0.25722	8.0363	0.14458	0.007046	1.715	1.7112	0.0037518	6.83E-05	7.95E-05	0.000116685	0.00022572	0.000297075	0.000589984	0.000912322	0.000919542	0.000889708	0.000891599	0.000725792	0.000248491
3535	11.46	3.02	10.66	5.8722	0.26506	5.3575	0.24257	0.007046	2.8748	2.871	0.0037518	0.000158229	0.000184703	0.000272004	0.000529718	0.000698588	0.001390706	0.001899039	0.00172719	0.00164213	0.001631644	0.001286748	0.000420499
3536	6.38	2.01	7.59	4.1523	0.16918	3.8146	0.16145	0.007046	1.9146	1.9109	0.0037518	0.000155057	0.000180419	0.000263981	0.000509322	0.000667248	0.001294047	0.001549692	0.001317178	0.001255655	0.00123442	0.000878984	0.00028071
3537	1.9	1.98	6.15	3.3238	0.066853	3.0909	0.15904	0.007046	1.8861	1.8823	0.0037518	0.00018947	0.000221191	0.000326173	0.000632908	0.000826792	0.001581453	0.001761732	0.001467873	0.00141604	0.001376466	0.000885209	0.000277175
3538	3.7	0.97	6.15	3.2873	0.11143	3.0909	0.077911	0.007046	0.92591	0.92216	0.0037518	0.000106496	0.000122758	0.000176152	0.000330904	0.000427908	0.000797472	0.000853047	0.000693025	0.000662261	0.00064547	0.000432338	0.000137003
3539	4.46	1.27	8.23	4.3739	0.12858	4.1362	0.10201	0.007046	1.2111	1.2074	0.0037518	9.87E-05	0.000114373	0.000166112	0.000316858	0.000413119	0.00079169	0.000971356	0.000844842	0.000812256	0.0007974	0.00055313	0.00017791
3540	6.15	1.15	8.53	4.5509	0.16449	4.287	0.092369	0.007046	1.097	1.0933	0.0037518	8.78E-05	0.000101532	0.000146563	0.000277772	0.000361731	0.00069222	0.000851844	0.000738803	0.000706734	0.000695499	0.000498238	0.000161282
3541	6.03	1.12	8.13	4.345	0.16203	4.086	0.08996	0.007046	1.0685	1.0648	0.0037518	9.02E-05	0.000104163	0.000150134	0.000284032	0.000369531	0.000704726	0.000849397	0.000728189	0.000695747	0.000683913	0.000487176	0.000157242
3542	42.6	13.94	4.92	4.3246	0.72518	2.4727	1.1197	0.007046	13.256	13.252	0.0037518	0.00111322	0.001265892	0.001755493	0.003252567	0.004231822	0.008137423	0.008585179	0.006786885	0.006065645	0.005985223	0.006448345	0.002077785
3543	6.14	1.16	8.2	4.3857	0.16429	4.1212	0.093172	0.007046	1.1065	1.1028	0.0037518	9.19E-05	0.000106199	0.000153251	0.000290367	0.00037801	0.00072216	0.000874367	0.000751149	0.000717671	0.000705706	0.000503951	0.000162731
3544	35.15	8.58	20.13	11.439	0.62581	10.117	0.68916	0.007046	8.1606	8.1568	0.0037518	0.000220527	0.000258344	0.000382997	0.000753814	0.001001862	0.00206812	0.003354824	0.003426998	0.003218558	0.0032429	0.003437669	0.001212717
3545	26.88	10.86	21.92	12.405	0.50951	11.017	0.87229	0.007046	10.328	10.324	0.0037518	0.000254468	0.000298984	0.000446355	0.000885194	0.001179717	0.002450369	0.004217995	0.004569699	0.004376018	0.00443786	0.00444334	0.001552503
3546	17	5.4	19.68	10.69	0.35861	9.8908	0.43373	0.007046	5.1374	5.1337	0.0037518	0.000148152	0.000173977	0.000259572	0.000512963	0.000681372	0.001394168	0.002339313	0.002492708	0.002408611	0.002434652	0.002176171	0.00075057
3547	9.35	1.14	8	4.346	0.22677	4.0206	0.091566	0.007046	1.0875	1.0838	0.0037518	9.23E-05	0.000106348	0.000152405	0.000286952	0.000373188	0.00071194	0.000839885	0.000705728	0.000667111	0.000657204	0.000492851	0.00015999
3548	52.14	9.72	18.64	11.003	0.84665	9.3681	0.78072	0.007046	9.2443	9.2406	0.0037518	0.000263744	0.000307724	0.000451771	0.000881506	0.001169056	0.002412682	0.003658894	0.003529013	0.003236172	0.003235029	0.003848777	0.001384854
3549	1.7	0.76	1.85	1.0593	0.061389	0.92977	0.061044	0.007046	0.72627	0.72251	0.0037518	0.000283867	0.000323902	0.000453218	0.00082095	0.001020902	0.001637572	0.000957912	0.000646191	0.000610076	0.000583257	0.000355751	0.000108766
3550	2.1	0.87	1.23	0.76728	0.072183	0.61817	0.069879	0.007046	0.83084	0.82709	0.0037518	0.000449136	0.000509835	0.000703909	0.001258221	0.001540494	0.002329045	0.001142653	0.000743209	0.000698191	0.000667054	0.000407578	0.000124093
3551	17.93	4.49	8	4.7619	0.37355	4.0206	0.36064	0.007046	4.2723	4.2685	0.0037518	0.000292001	0.000339386	0.000494401	0.000956303	0.001260485	0.002509752	0.003039962	0.002542267	0.002358856	0.002336016	0.001967989	0.00063134
3552	20.75	15.02	19.07	11.215	0.4178	9.5842	1.2064	0.007046	14.283	14.279	0.0037518	0.000391857	0.000460629	0.000688634	0.001369954	0.001828715	0.003802255	0.006483774	0.007037754	0.006798306	0.006896688	0.006505565	0.00220832
3553	4.35	1.71	9.84	5.2159	0.12615	4.9454	0.13735	0.007046	1.6294	1.6257	0.0037518	0.000105751	0.000123208	0.00018095	0.000349839	0.000458754	0.000895236	0.00119675	0.001095963	0.001061189	0.001046336	0.000735037	0.000238255
3554	7.93	1.39	7.79	4.2337	0.19988	3.9151	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000111101	0.000128531	0.000185764	0.000353228	0.00046066	0.0008837	0.001045743	0.000881744	0.00083655	0.000823315	0.000603023	0.000194555
3555	7.33	1.36	8	4.3251	0.18818	4.0206	0.10924	0.007046	1.2967	1.2929	0.0037518	0.000106525	0.000123281	0.000178354	0.000339358	0.000442611	0.00084949	0.00101866	0.000866661	0.000824427	0.000811388	0.000589728	0.000190359
3556	12.8	2.61	13.53	7.3051	0.28851	6.7999	0.20964	0.007046	2.485	2.4813	0.0037518	0.000110498	0.00012899	0.000190053	0.000369912	0.000487956	0.000974195	0.001433172	0.001376524	0.001316717	0.001315266	0.001077349	0.000361526
3557	6.75	1.74	13.53	7.1234	0.17665	6.7999	0.13976	0.007046	1.6579	1.6542	0.0037518	7.84E-05	9.14E-05	0.00013429	0.000259971	0.000341808	0.00067507	0.001004366	0.000988005	0.000960571	0.000956864	0.00072169	0.000241135
3558	6.9	1.59	9.43	5.0538	0.17966	4.7393	0.12771	0.007046	1.5153	1.5116	0.0037518	0.0001033	0.000119996	0.000175029	0.000336132	0.000440113	0.000855581	0.001107416	0.000986286	0.000944937	0.000933057	0.000681843	0.000221742
3559	3.5	1.09	8.61	4.5286	0.10678	4.3272	0.08755	0.007046	1.04	1.0362	0.0037518	8.39E-05	9.71E-05	0.000140716	0.000267258	0.00034784	0.000664293	0.000829478	0.000732378	0.000707557	0.000694109	0.000474875	0.000153036
3560	5.7	4.53	28.29	14.744	0.15518	14.218	0.36385	0.007046	4.3103	4.3066	0.0037518	8.91E-05	0.00010504	0.000158084	0.000314547	0.000418234	0.000856355	0.001624618	0.002023532	0.002052071	0.002098066	0.001726772	0.000619753
3561	11.3	2.83	6.15	3.5874	0.26222	3.0909	0.22731	0.007046	2.6942	2.6904	0.0037518	0.0002509	0.000291018	0.000422254	0.000811153	0.001063009	0.002063584	0.002245445	0.001793038	0.00167509	0.001647777	0.001251296	0.00039632
3562	12.97	1.78	18.04	9.508	0.29144	9.0665	0.14297	0.007046	1.696	1.6922	0.0037518	6.00E-05	6.99E-05	0.000102544	0.000198316	0.000261115	0.000519908	0.000828366	0.000855732	0.000828692	0.000833284	0.000703405	0.000245025
3563	9.33	1.98	13.94	7.3985	0.22641	7.006	0.15904	0.007046	1.8861	1.8823	0.0037518	8.47E-05	9.88E-05	0.00014533	0.000281846	0.000371052	0.000736077	0.001098955	0.001076921	0.001040492	0.001038805	0.000815422	0.000274044
3564	5.35	1.06	13.53	7.0399	0.14783	6.7999	0.08514	0.007046	1.0115	1.0077	0.0037518	5.26E-05	6.09E-05	8.82E-05	0.00016783	0.000219262	0.000426477	0.000627267	0.000616904	0.000601901	0.000598352	0.000441735	0.000147882
3565	3.8	1.39	12.92	6.7258	0.11373	6.4933	0.11165	0.007046	1.3252	1.3214	0.0037518	6.84E-05	7.95E-05	0.000116553	0.00022449	0.000294319	0.000576532	0.000848809	0.000836986	0.000820225	0.000813592	0.000582504	0.000193227
3566	9.35	1.78	13.78	7.3023	0.22677	6.9256	0.14297	0.007046	1.696	1.6922	0.0037518	7.83E-05	9.12E-05	0.000133702	0.000258416	0.000339794	0.000671878	0.000995215	0.000970183	0.000936666	0.000934615	0.000733037	0.000246519
3567	16	2.56	9.84	5.5004	0.34232	4.9454	0.20562	0.007046	2.4375	2.4337	0.0037518	0.000146843	0.000170639	0.000248709	0.000479299	0.000630141	0.001245084	0.001604262	0.001398372	0.001310733	0.001300654	0.001081843	0.000356323
3568	1	1.16	19.68	10.032	0.040874	9.8908	0.093172	0.007046	1.1065	1.1028	0.0037518	3.92E-05	4.56E-05	6.67E-05	0.000128327	0.000168279	0.000331811	0.00056115	0.000635797	0.00064189	0.000642322	0.000463526	0.000160243
3569	4.25	0.99	11.07	5.774	0.12392	5.5636	0.079518	0.007046	0.94492	0.94117	0.0037518	6.09E-05	7.04E-05	0.000101701	0.000192636	0.000250983	0.000483278	0.00066239	0.000620271	0.000602655	0.000595212	0.000422473	0.000138806
3570	6.93	1.67	20.5	10.624	0.18026	10.303	0.13414	0.007046	1.5914	1.5876	0.0037518	5.04E-05	5.88E-05	8.66E-05	0.000168079	0.000221434	0.000441536	0.000745817	0.000823911	0.000816048	0.000822935	0.000654743	0.000229285
